Freshness,Review
2, 'Iron Man 3 is one of the best entries in this modern golden age of superhero movies.
2," Garavani's remembrances, and those of lifelong friend and manager Giancarlo Giammetti, evoke the smoky opulence of mid-20th-century class."
0," With its conspicuous display of prefascist trappings, it says more about our time than about Rome."
2, Paradisi may not have a clue about directing actors... but he has picked up a few tricks from Argento on how to move a camera and from Fulci on how to stage a supernatural freak-out.
2, [A] delicate story of fathers and sons...
2," Big, loud, messy and most of all fun, The Incredible Hulk offers more evidence that, when done right, the comic-book hero story can indeed be, well, super."
2, Tom Hardy is as incomprehensible as he is in 'The Dark Knight Rises'
0," Elles is ultimately an exploration of some very sound topics around women and sexuality, that feels about 20 to 25 years old. At its worst it's a Lifetime movie with explicit nudity."
0," The reverence for age and the patina of decay make even its tackiest, poorly conceived signs seem like art. Metaphor?"
2, Fighting with My Family is a rare and delightful beast: a movie that seems to understand the world of professional wrestling. 
0," What it is lacking is any kind of wonder. True fairy dust is in decidedly short supply and without it, the movie sinks like a cannonball."
0," Assisted by passionless central performances and dull dialogue, Mungiu succeeds only in exhausting our patience, not in conveying a message."
2, It would be no country for movie lovers without the Coens. They still manage to run unmuzzled while the rest of Hollywood runs scared.
2," Though Fincher hits all the right emotional beats and does all the memorable set pieces, his exquisite craft can't distract from a number of troubling questions at the story's core."
2," It all makes for one bloody, nasty, funny film. And despite its indulgences, one that will rightly be hailed as a comeback for its rockstar director."
0," Removing the ""the"" from its predecessors' title not once but twice, Fast & Furious's abbreviated moniker harkens back to the series's 2002 original while simultaneously expressing a tough curtness that marks it as its own model."
2," After I walked out of the theater, every sound seemed louder and scarier; I saw images from this film when I closed my eyes."
0," Clumsy, awkwardly staged and uninteresting, Camino is a misuse of Bell and a chore to endure."
0," ""Aloha"" isn't horrible, but it does have a pitiable odor about it, like a dog that's sat too long on the beach."
2," The main thing consumers will be looking for from Resurgence is bang-for-buck entertainment, and that it delivers reasonably successfully."
0, Of course the special effects are more impressive than ever. But nearly every curveball offered up in this new parallel-universe version of the Terminator world isn't as interesting or as original as the timeline we loved in the first place. 
2," This is an action adventure so viewers will expect a climactic confrontation between the two main characters, Caesar and The Colonel. It does come, but it is nothing like what we have come to expect from superhero films, and is outstanding as a result."
0," It's too easily satisfying, too traditionally well-made to be an honest portrait of dissatisfaction."
2," The result is a remarkably thorough, unexpectedly cinematic, two-and-half-hour chronicle of American persistence."
2," As in Open Water and Black Water, nature is a hulking, roaring reality rather than a CGI imitation, brought into alarming contact with the two human characters via skilled wrangling and clever compositing."
0," There's much to explore and dissect about the intriguing world that directors Michael Palmieri and Donal Mosher spotlight in their documentary ""The Gospel of Eureka,"" but the film, strangely flabby at just 73 minutes, leaves us wanting."
0, Plays like a collision between leftover bits and pieces of Marvel superhero stories.
0, This is a vanity project full of crude humor. It may or may not appeal to broad audiences.
0, An occasionally absorbing and well-acted film whose end result comes short of its ambition.
0," Everyone pitches in, but it isn't enough to rescue a tedious, fragmented, scattershot script."
2, 'Quantum of Solace' still has enough substance to keep you engaged and happy to see Bond again.
0," You can view Zwick's action-packed take on the issue as a social critique masquerading as cineplex fodder, but in this case the Hollywood tropes of the storyline very nearly overwhelm the subject matter."
0," ...a big, dumb home invasion horror movie."
2," A charming film that raises, rather than replaces, the original Wizard of Oz. "
2," What makes The House I Live In so potent is the filmmaker's sincerity. Despite a preference for sweeping statements and conclusions, he establishes palpable emotional connections to several of his subjects who are victims of the war on drugs."
0," This London-set comedy means well, but it's painfully earnest - and it doesn't help that the script is total nonsense. "
2," Raw, convincing Aussie thriller set on the meaner streets of Sydney."
2," This psychological thriller from Argentine Juan José Campanella boasts a fine cast and spiky dialogue, but thematic bloat blunts its power."
2, Effectively plays lush visual storytelling against its characters' desolate interiors.
2," If the Man has got you down and your VHS copies of 'Shaft,' 'Superfly,' 'Dolemite' and 'I'm Gonna Git You Sucka' are all worn out, 'Black Dynamite' is here to save the day."
0," They aimed for ""Midnight Run,"" settled for attempting ""Due Date,"" and wound up with ""Guilt Trip."""
0, The film's Cuban specificity comes to seem like an opportunistic locale for reenacting a decidedly art-cinematic legacy.
0," A tenderly stylistic evocation of young love wrapped inside a New Wave-esque bundle of wistfulness and nervous energy, and a well constructed little diorama. But one whose elicited feelings do not, alas, linger."
2," Micheaux's narrative manner is as daring as his subject matter, with bold flashbacks and interpolations amplifying the story ..."
0," It doesn't help that the doll, conceptualized as it was in ""The Conjuring,"" starts off looking like Chucky's demented cousin painted up like a demonic tart before it's even been made a vessel of the devil "
2, Still the only comic book superhero movie smart and witty enough to mock comic book superhero movies. 
2, A most delicious kind of horror movie... gives us a nice adrenaline boost and otherwise doesn't linger.
2," The French-made movie travels familiar ground, with a nod as well to Airplane!, Top Secret and that whole genre. Even compared to them, it pushes things just a little -- not too far, but toward the loony."
0," Then there's ADD megatard Timur Bekmabetov's deeply stupid Wanted, coming along to confirm that his deeply stupid Night Watch and Day Watch were no accident"
0, A high-school movie with a sci-fi twist ultimately fumbles away a golden opportunity to give youth conflicts an added dimension.
2, A charming and superbly made teen comedy-drama that's both laugh-out-loud funny and deeply moving.
2," The Greatest Showman is wildly entertaining even when it's spectacularly false, which is a lot of the time. But everyone is enjoying themselves on-screen, so you might as well enjoy yourself too."
2," It's Good Will Hunting meets Bratz, and it rocks along with humour and vitality."
2, 3D is an experience that will overwhelm the faithful and enchant the newcomers...a well-rehearsed corker of a show that hits all the U2 basics while providing unsettling intimacy far beyond the limitation of previous cinematic concert efforts.
2," More intimate and scenic than ""The Dawn Wall,"" but somewhat less informative on the history and obsession of rock climbing. "
0, Despite some sporadically effective moments it emerges as a muddle-a lovingly made but rather pretentious example of the sophomore jinx in action.
0, The documentary doesn't feel much more than a flat retelling of the history of same-sex marriage and would dry up without its four central personalities.
0," It breaks my heart to tell you that ""Breaking Dawn"" is broken."
0, 'Semi-Pro' resorts to the bombast of brash 'infotainment' news and sports programming to mine its humour.
2," Sure it's predictable, but what do you want in this movie? A sad ending? That would be called a drama."
0," Grown Ups 2 is the culmination and epitome of laziness not just for Sandler, his friends, or director Dennis Dugan, but comedy as a genre."
0, Is it a comedy? A coming of age film? A cautionary tale? A romance? These Friends can't make up their minds.
2," The film, despite its flatness, is worth exploring, just as the writer's unremarkable home is picked apart by Lipsky, who prowls around like a cop, noting the contents of the bathroom cabinet and the photograph of Updike on the wall."
2," Contains a marvelous, ertoically explosive Monroe performance."
0," A by-the-numbers disaster flick featuring passable special effects, thinly-drawn characters, clunky dialogue and predictable plotting."
2," A film in which two men chat, improvise, and, along the way, turn their dialectic rivalry into a fine form of comedy. A trip, perhaps unnecessary but in excellent company. [Full review in Spanish]"
2," A Quiet Place, with its extremely well thought-out use of silence and noise, is another one of the new age pioneers that is stretching boundaries. Rarely has a scary movie been so filled with vulnerable protagonists and fraught with abject fear."
0, This marvelous true story deserved a better film.
0," Affleck stands around looking too tall, too handsome, too 22st century, too tailored, too rational and too soft. Yes, too soft even to play a guy who is thought of as too soft."
0, Has the fragranced whiff of a missed opportunity.
0, Franken doesn't allow the knee-jerk predictability of his liberal pronouncements to deflate the great gasbag that he becomes as the movie proceeds.
2," It's a soothing portrait of people pursuing the ineffable, gliding along with the elderly Thich and his disciples."
2," The film's main concern is the characters, and they're a genuinely tarnished, genuinely appealing bunch."
2, The driving question ... is whether or not there is any room for decency in this world...
0, Anyone looking for a lot of hard-hitting football highlights will be better off spending their time with NFL films and John Facenda.
0," Offering a little bit of everything but not quite enough of any one thing, Get Smart is a likable jumble of genres that would have benefited from being less ambitious."
0," Flashily but irritatingly shot, full of unmotivated switches from colour to b/w, sudden flashbacks, mannered slow mo and jump cuts, this is hardly a subtle evocation of its subject's life."
0, The filmmakers may have started with a real story here. But all they've come up with is a real chore.
0," It's a bitter pill to swallow, but it's a dark day indeed when a film can bring together so many promising elements and, when the curtains close, leave you wondering exactly what the heck you just sat through -- and if you even enjoyed it at all."
0," At one point when Hudgens' character points out that she prefers substance over style, one can only wonder what she would have thought of BEASTLY. "
0," Gangs, for all its bloodletting, is the aberrant case of a movie that needed more violence to make its moral point."
0, 'The Wind Rises' is akin to sitting through an unbearably long flight in which the view can only be appreciated so much ...
2, puts a personal face on those displaced by repressive regimes. 
2," With more than enough twists and surprises to keep adults engaged and a great message about standing up for yourself, The Kid Who Would Be King is a ridiculously good-natured tale for kids of all ages. "
2," Combining fly-on-the-wall observations, talking heads and artistic cutaways, there is enough for everyone's tastes."
0," It wobbles in plot developments involving the effortlessly starchy Allison Janney as the contest's ""queen bee""; and it splats in the I'm-secretly-hurting conclusion."
2, It Happened One Night is one of the easiest movies to love and one of the hardest to think of as a work of art.
2," ntelligently devised in such a way that it's completely tongue-in-cheek and self-aware, managing to be both self-deprecating and self-referential throughout, and yet will be a huge hit amongst children who lap up the sparkly elements."
0, I didn't much care for this very strange movie.
0, A loathsome low-budget thriller that's only distinguished by its ability to juggle grotesque sadism and stultifying boredom.
0, A brutal jackhammer of a movie that's more Jerry Bruckheimer than Sherlock Holmes.
0," Deepwater Horizon means well. It's both an attempt to explain the root cause of one of the world's worst man-made disasters and salute the heroism that took place on that fateful day. Unfortunately, though, it muddies the waters on both counts."
0," Your reaction to John Wick: Chapter 2 will depend on whether you find that sort of ""why are you hitting yourself?"" thing funny or not-and how many times in a row you find it funny."
0," It's the latest reminder that when a strange doctor invites you to work on an experiment in a secluded house, the answer should always be ""No, thank you."""
0," The special effects are better and the dialogue slightly more humorous than in the first movie, but the anti-Arab subtext is repugnant."
0, Adorns its bankrupt inanity in the robes of Importance
2, Jean-Luc Godard set out in 2963 to deliberately make a war film that would be neither dramatically involving nor formally compelling -- and he succeeded so brilliantly that the film was seen as a disaster.
0, Sound City ends up being an exciting look at the making of music.
0," There's so much material that's amusing, and so much goodwill for Bergdorf in the hearts of fashion lovers, that it's a shame this is such an ADD sprawl of a movie."
2," An experimental film that will delight, amuse and intrigue any Dylan lover."
2, Familiar but moving.
2," It's a film to make you weep with sorrow and anger, and one of the most necessary films of the year."
2, [Eminem] goes the mile demanded of him and he emerges a certified winner this time out.
2," An ideal version of this film would be painful and playful, and a good deal less cluttered. But the one we get certainly has delightful moments. After any exposure to this year's unfailingly smelly mainstream romcoms, it's a breeze."
0, Shows early promise but eventually ends up in the bin of ordinariness.
2," Cuaron builds the symbol of a country that has killed their own future, a country that gives a face to the outside when inside, others tirelessly wash the blood spilled or avoid, there, the tragedy of the middle class. [Full Review in Spanish]"
0," ...Jolie takes dead aim at the Oscars with Unbroken, and there's something to be said for the fact that her aim is true."
2, Director Terry George tells this painful and complicated story well.
0," Johnny English Reborn is amusing in parts and arguably better than the original, but ultimately it is a throwaway giggle for kids and indulgent parents."
0, The film stands only as one more step to Endgame and nothing more. [Full Review in Spanish]
2," Journalism at its finest, as has not been practiced in the U.S. in some time."
2," ""His Lost Name"" does not manage to stand out (not much at least) from the plethora of similar films released in Japan, but still remains a hopeful debut, and a film that will satisfy most fans of the Japanese contemporary drama. "
2," Digno de ser llamado, la Octava Maravilla del mundo."
0," This is easily the worst film of the year so far, and frankly last year too. It is embarrassingly, painfully unfunny."
2," A movie that has Tarantino's brand of kinetic, eccentric energy but that's much more soulful."
0, ...too much material drawing from his mediocre Le Noise album and the interview segments where Young drives around Ontario telling stories from his youth are less than revelatory.
0, The many plot strands the script tries to weave together get so horrifically tangled they choke the humor out of any given situation.
0," It's not fair to give ""Captain Marvel,"" a perfectly passable popcorn movie, the full weight of the obscenity of this cinematic gender disparity. But after this wait, society deserved better."
2," The Dressmaker may be a revenge comedy, but it never quite conforms to our expectations of what that should mean. And that seems to be exactly how Moorhouse wants it."
2," It is a striking-looking film, and Haneke expertly builds suspense. And yet it feels overlong and never generates the warmth needed to keep audiences involved."
2," Clearly a good director can take the palette of indecision, self-doubt and nerdiness Cera brings to the table and use it to paint some interesting shades of grey."
0," Feature-length reality show masquerading as a documentary. Top-notch craft, lowdown whitewash."
2, The camera delivers an industrial beauty in the apocalyptic landscape which exists only in its lens; a spirit amongst the people who lives there which exists only to be crushed.
0," Despite much effort, neither Johnson nor director George Tillman Jr. can make this preposterous tale, the latest misfire from CBS Films, live up to its title."
0, [A] sorry deep-sea adventure.
2," Enjoyably ridiculous thriller, in which plot logic and characterisation are gleefully ignored in favour of jaw-dropping action sequences, superb fight scenes and Statham's brilliantly deadpan performance."
2," A heart-wrenching tale of lost friendship and redemption, ""The Kite Runner"" is as memorable as a movie as it is a novel."
0, This gruesomely efficient horror sequel shows noticeable wear and tear.
0, Wonderstone's climax revolves around an improbable comeback trick that involves making an entire audience disappear. The movie itself should have no problem accomplishing that feat long before the end credits.
2," Let's go out on a critical limb, shall we? The Lego Movie is the best thing to come along since that other toy-centric movie revolutionized animated films about 20 years ago."
2," As it is, Bahrani has still created an urgent work, the burning anger of which will viscerally connect with many viewers, who will recognize themselves or people they know up on the screen."
0," Often plays like what it is: a clunky toga-and-sandals picture, with Hollywood compromises abounding."
0," The words plod, slow and drag should never even come close to a car chase movie, but that's what comes to mind instantly after watching this clunker."
2," ""Out of the Furnace"" is a straightforward revenge thriller with plenty of atmosphere, character development, and plot twists to make the experience matter. "
0," The theme of reconciliation - between man and woman, father and son, brother and sister, man and animal - feels kind of perfunctory and over-reaching."
2," while its message is undeniably important, it's also so obvious that the film doesn't have any real resonance."
2, A puppy upstages James Gandolfini in his final film.
2," This is heart-wrenching Indian drama in the vein of Deepa Mehta's recent Water, again dealing with a young girl trying to find her self-worth in the midst of a repressive caste system and physical abuse."
0," The filmmakers come off like their protagonist, wide-eyed tourists in an exotic realm. If you've been looking for a martial arts film to take granny and the kids to, this might be the one, but a Jackie Chan-Jet Li collaboration deserves better than that."
0," Yet one more of a series of summer films in which attractive, ambitious young women are punished for not accepting the man-children in their lives despite their torn-teddy-bear flaws."
0, Há uma linha tênue entre uma personagem complexa e outra mal-construída - e Elektra se encaixa nesta última categoria.
2, It's galling how much [the third act] deflates the exemplary first two acts of what could have been a truly great film.
0," Although reminiscent of the line delivery favoured by Yorgos Lanthimos in Dogtooth or Lobster, without the disarming humour of those films the approach just seems arch and rather grating."
0, Hot Tub Time Machine should have been better than this.
2," Bhutto conveys a forceful sense of tectonic social and geopolitical shifts, as well as the courageous, heartbreaking personal sacrifices its subject made in service to both her homeland and ideals. "
2," Patrick Shen has made a fascinating documentary with In Pursuit of Silence, which stops the viewer short in the horrendous cacophony of the modern world."
2, The effect is as scalding as you would expect - a stark and heartbroken monument on screen.
2," While ill-advised in many, many ways, if you're already invested in the saga, there's still enough action and passion to sustain that interest, at least until the final chapter."
0," I'm all for embracing the new and supporting filmmakers with unique visions, but there are still basic tenets of filmmaking that need to be achieved."
2," Sweet, soulful travelogue/comedy isn't just for the birds."
2, ... It's hard not to get the feeling that we've been here before. And that's both part of the movie's fun and what holds it back at times.
2, Craven keeps the story moving at a sprint and writes some agonizingly (and probably intentionally) terrible dialogue.
2, Taika Waititi and Jemaine Clement's mockumentary about the undead keeps the genre alive and well. 
0," Several previous movies, including 2022's The Last Ride, have attempted to make sense of Williams's life. I Saw the Light should have taken its cue from its unearthly star and pursued a more cosmic mission."
0," The dumbest thing about Andrey Zvyagintsev's new snoozer, Leviathan, is his commitment to that title."
0," He's a strikingly tragic creature, but ""The Happy Prince"" struggles to say much more about that conundrum, leaving one to contemplate the potential had [Oscar] Wilde emerged from retirement to fill in the blanks."
0," ""Back Roads"" is that peculiar kind of disappointment: a wreck about wreckage."
2," One of the best films of the year, Pixar's long-awaited latest scores in every department. Funny, affecting and dramatically fearless, it's as fine a threequel as you could hope for. Bring tissues -- lots of tissues."
0," It makes you think that the previous movies, or the first three really great ones, were all just a fluke."
0," Ultimately, watching Wanted feels like being privy to somebody else's unwholesome fantasy, one you'd rather not know about."
2," One Hour Photo, the meticulously chilling drama that pivots on Sy's dangerous self-delusions, comes closer than any other thriller in recent memory to achieving the Hitchcockian ideal of mortal terror in broad daylight."
2, Makes you realize how much deep physical and psychological weight Cage has to offer when he's unleashed with a script that has his back.
0, Ewan McGregor's inert adaption smooths out the Philip Roth novel's eruptions of self-loathing and doubt. 
2," You've heard this song before and can predict all the emotional high notes before they hit, but sometimes that's all you need from a summer bop."
2, 22 Strong is a solid exercise of film propaganda that at least takes the liberty of creating actual characters and a real reflection over the future of this conflict. [Full Review in Spanish]
0," My own idea of hell on earth but, for girls of a certain age, this is more appealing than just about anything else on the planet."
2, Slumdog Millionaire is [Boyle's] liveliest fusion of style and content since Trainspotting.
2, It's a brisk and energetic primer for those who don't know his movies or are ready to watch them again. And it doubles as a history of the chanbara (sword fighting) genre ...
0," Verdict: a combination of courtroom clichés, family feuds and oddball jokes that is a criminal misuse of star talent."
0, The Visit doesn't contain enough mystery or thrills to be deemed a success...
2," The actor suffered deeply, and however much he's responsible for that, it's hard not to feel some compassion for a bright and sensitive artist who, at least early on, seemed full of life."
2," The story is silly. But like the first TRON, this sequel also pushes the frontiers of what's possible. The movie delivers enough of a wow factor to pull in viewers."
2," not really original considering the first, but still entertaining"
2," A bold, painful memoir located in an innovative middleground between conventional documentary and homemade home-movie collage."
0," At its best, the first-thing-we-do-in-a-dystopian-world-is-kill-teenagers genre hasn't been a shining moment in filmmaking. But now that genetic drift has set in, it's dead-genre-walking, with The Darkest Minds as Exhibit A."
2, Will rightfully be considered a landmark achievement not only for the passionate responses it is causing but because Gibson was able to give one of the oldest and best-known stories in literature such contemporary resonance and power.
0, A more interesting documentary would have further investigated the phenomenon of Shakespeare resonating with such diverse locales.
0, Lover for a Day could not be any more French (in the pejorative sense) if it tried.
2, Director Gerard McMurray stages an effective game of cat and mouse and ramps up to an effective climax.
2," It makes for an intimate portrait of not only the terror felt by children after the night light has been turned off, but in the wonder and dread of the parents who are tasked with keeping those babes safe-and shaping the fancies that dance in their heads."
2, It's ... refreshing to see an Australian movie so heart-on-sleeve about expressing national character.
2, I kept trying to force a connection to it and wondering why I'm not LOVING this movie. I liked it a heck of a lot but didn't LOVE it.
0," Bloated beyond comprehension, overplotted to the point of aggravation, and about as soulless as a ship captain specter, [the film] is a total mess."
0, A strong cast can't rescue the repetitively crude and recklessly derivative material. Mike and Dave need a lot more help than in merely finding wedding dates.
2," The mixture of poetry in motion combined with the hair raising thrill of the cliffhanger are what make Crouching Tiger, Hidden Dragon one of the best films of the year."
2," Watchable, but somewhat mechanical; mark it down as a C/C minus, and hold out for the DVD."
0," There's a discipline to moviemaking, too, alas, and when this effort strays from its (admittedly limited) subject to a surfeit of helicopter city shots and Ice's street prowling, it feels padded."
0," Coming-of-age drama delivers some laughs, but loses its way when things gets serious"
0," The entire film is one big excuse to play one lewd scene after another. About half of them are funny, a few are sexy and none are useful in telling the story, which is paper-thin and decidedly unoriginal."
2," A surreal head-scratcher that'd make Luis Buñuel smile, it may not be perfectly formed, but there's no denying its fierce originality."
2," Entirely watchable, albeit disappointingly workmanlike at the same time."
2," Within [its] familiar frame, Final Portrait creates a rich, attractive miniature."
2, Sleepless Night (Nuit blanche) is one frenetic French dream. It's slam-bang mayhem -- with an active intelligence.
2, Captures the almost narcotic sensation of new love...
0, 'Getaway' has accomplished one significant thing. It makes plain that Selena Gomez has no business passing herself off as an actress. 
0," It may be Piglet's Big Movie, but it's a very minor entry in the Disney canon."
0," A raucous, wildly implausible, overlong jumble saddled by a host of misguided creative instincts. It's a potentially warm and delicate story that required a scalpel, but saw the blunt end of a sledgehammer instead."
2, A funny but flawed film that would have benefited from a tighter edit.
0, The only people who will get any enjoyment out of this feature are those who love to ogle Matthew McConaughey shirtless ...
0, I was never engaged in the film's story nor did I care about its main character.
0, [Ti West's] skills are underutilized and the found footage aspect is as sloppy as in a 'Paranormal Activity' number.
2, Flies at the audience like it was shot out of a cannon ... but has its own unique soulfulness as it explores a vortex of intense poverty and violence ...
0," Overall, Mike Mitchell's assault will appeal only to the under-20 set and send everyone else running for ear plugs."
0, The fish is named Justice. The twist is absurd. It is not a good movie. Can't wait to see it again.
2," There is no new ground, really, the distinction is in the way Malick covers it with glorious imagery, symphonies of sound, a cacophony of moods."
2," Winding Refn shakes off the theatricality of his last film, Bronson, for a more intimate approach, and his actors are right there with him."
2," Until the final stretch, Honeymoon is an effectively staged, low-tech exercise in escalating unease."
2," Claudio Miranda's luminous camera, set to Mychael Danna's intoxicating score, captures all manner of wild delights."
2," Noyce has recreated an earlier era. This is a Saigon with foreigners in white suits sitting in cafes to avoid the noonday sun, watching and admiring young Vietnamese women in their Ao Dai pants dresses."
0," You will need a very sweet tooth for this kind of thing, and, to be quite frank, the heist itself is not dramatised all that excitingly or clearly. But I quite like thrillers featuring enormous circular vault doors."
0, The weightiness and the catastrophic implications of the conspiracy don't sit well with what is essentially a Death Wish-inspired revenge fantasy.
2," It's the incidentals that make Baby Driver something special, from the creatively conceived, meticulously scored car chases to the running joke about people's names and their use in songs."
0," Although it faithfully captures the stunning art style of Brian Bolland, the source material itself just feels outdated."
0," Passengers is yet another example of a film that falsely beckons a certain premise in its promotions, yet eventually delivers something far less interesting."
0," In putting young girls in close proximity to demons, the storyline unwisely invites comparison to William Friedkin's The Exorcist."
2," Nichols knows that the key to his film is to just tell their story, simply and directly, and let the other stuff take care of itself."
0," Black, more than anyone else, should have been the one to wind up The House with a Clock in Its Walls. Too bad he doesn't give as much as he takes."
0," Less of an insane soap opera than a lot of Sparks-based movies, so you could do worse."
0, Snyder debe entender que algo oscuro no es precisamente realista.
2," Visually and atmospherically, Marshland is suffused with an eerie oppressiveness, entirely at odds with the region's reputation for light-hearted alegria."
2," Through humor, violence, and drama,'BlacKkKlansman'paints a line of white supremacy from the Civil War to Charlottesville rallies last year."
2," Superhero stories aren't just about fighting, but the examination of self. When Aquaman remembers this, it's a sight to behold."
0," It's time to abandon the nihilistic characters, the bad jokes, the oppressive set pieces, and start anew. The best thing you can do with Transformers: The Last Knight is leave it behind as quickly as possible."
0," Produced by Judd Apatow and co-written by Seth Rogen, Drillbit Taylor has a been there, done that quality reminiscent of Superbad if it were much tamer and less funnier."
2," Sin City is a dark, disturbing, enthralling masterpiece."
2, Brisk and pleasingly outrageous.
0," The stakes in this latest, disappointing Harry Potter wannabe never feel as high as they should, or as important as its characters seem to think they are."
0, A product of commercial confusion that could inspire terror to the smallest children and boredom from those closer to adolescence. [Full Review in Spanish]
2, The complexity of the characters and the simplicity of the story balance out to a rewarding coming-of-age drama for adults.
0, [A] hilariously inscrutable exercise in pseudo-profundity.
0, A lame-brained nut job in search of an identity of its own.
2," The golden standard for classic Hollywood bombast, this one."
0," Jones has limited ideas about funny staging. His go-to move is mashing two to 20 people together into an awkward scrum, then cutting to Vardalos or Paris watching with wide-eyed discomfort."
2," ...the over-explained softened edges of the story turn what could have been an exceptional brain-bender into a good, but fairly standard-issue heart-warmer. "
0," Sensitive and sentimental - bring tissue, it's a weeper."
2," For all its gorgeous freakishness, the movie is even more about love and friendship than the first one was."
2, One of the best times I've had at the movies all year.
0," Oh, how 'The Man With the Iron Fists' longs to be 'Kill Bill.' It isn't, but its environments, blood-letting and martial arts, along with an interesting score and soundtrack, make no bones about its filmmakers being Quentin Tarantino devotees."
2, A soul-scorching drama about the monsters of our past that skulk just over the horizon.
0," This might charitably be called a victory of style over substance, except that there's little of either on display."
2," There are a handful of legitimately funny jokes, even though -- though it frightens me to say so -- I don't get as excited as I got when I was fifteen."
0," Blame the demands of a high-profile production on the sensibilities of someone who, success or failure, has at least never been this boring."
2," Although this is a more standard horror film, the tone is witty and gleefully grisly."
2," More often than not, DodgeBall slings its visual and verbal humor with rapid-fire, spot-on aim without fouling."
0, The hangover on the third day of a three-day binge makes you wonder why you decided to go there in the first place. Apparently it's the same for movies. 
0," Whether anyone really yearned for a sequel to Gnomeo And Juliet, I'm not sure, but a seven-year interval seems about right."
2," While the central yarn delivers the right mix of pathos and frights, it also feels derivative of past works ..."
0," The story meanders, but the subject is timely and important."
0," Rough Night is unbelievably poor. Some of its relentless sloppiness would be forgiven if it were ever funny, but it never is."
0," Such stellar screenwriting consists of each character screaming to the killer, ""LEAVE US ALONE!"" whenever they're two minutes away from being killed."
0," A big, woozy, spacey fairy tale with a science-fiction exoskeleton and a core of pure mush."
2," This isn't some inside joke, it's a universal lesson learnt... even if that lesson is expertly disguised by a brilliantly bizarre and truly bonkers story set in the 'burbs."
2," I already knew a lot about Janis Joplin, but that doesn't mean I didn't learn something - and, I was deeply moved by its inevitable end."
2," Annihilation is a remarkable achievement. It lingers, burned into your thoughts, branded on the brain. It is nothing short of a masterpiece, and the fact that it exists at all is something worth celebrating."
2," Wan's descent into comic book fantasia is close to incredible, even its frequent missteps overflowing in an infectious giddy fervor that's close to wonderful."
2, It's all very smoothly done but comes without a hint of surprise or revelation.
0," By the time the action finally arrives in the film's second half, you no longer care. Any energy you might have invested in this ugly world filled with shallow characters has been squandered on silly spy plots and shoddy storytelling."
2," Beneath the overreaching ambition (pretension?) lies a solidly entertaining creature feature of superior style--maybe not exactly the deep existential examination Scott and Lindelof were striving for, but no small feat all the same."
0, The sequel to Charlie's Angels is a bit like being spritzed in the face with all the bad teenage perfume ever made.
2," Marshall and company have given the old genre a swift, vigorous kick in the pants. Chicago is one movie that won't let us down; it's our kind of town."
2, Probably the best superhero ever made. So many deft touches.
0, As funny and charming as tearing a toenail.
2, This audience-friendly indie sex comedy features almost no sex but plenty of nervous male bonding and a whole new angle on performance anxiety.
2," [Roberto Benigni's] an irritating goofball at times, but there's a genuine sense of tragedy and darkness -- of the most ancient traditions of clowning, in fact -- underneath it all."
2," A lovingly done recreation of the classic, brooding film noir visual style, reeking with atmosphere and gloriously black and white."
0," Oceans floods us with stunning visuals of the panoply of sea life. But without a compelling story, or a strong point of view, or mere information, we can only 'ooh' and 'aah' so much."
2," A contender for one of my favorites of 2007, and damn near superior to its predecessor..."
2, Hepburn still lights up the screen in this uneven Bogdanovich comedy.
2," A $200 million, obscenely fun superhero movie packed with amazing visuals, groovy tunes, wacky action, and unapologetic schmaltz."
2," In no way a fashion statement about sleepwear, but rather a solemnly imaginative political statement about the Germans asleep when it came to exactly what was going down during the Nazi regime. The Final Solution meets The Pied Piper."
2," Me and Earl and the Dying Girl has the ingredients of a teen melodrama... But it admirably opts for a more ambiguous tone befitting adolescent characters who aren't entirely comfortable in their skins, let alone assured in their emotional lives."
0, There's too little character development and no reason to care.
2," Fast-paced and tightly written, this is an entertaining revenge thriller with strong performances, exciting action sequences and an impressively stripped down aesthetic that works well."
0," Though you're expecting the predictable ending, the finale, and what goes on before it, feels phoney and contrived, while a vulgar mean streak throughout only further puts you off."
0, Rubber heads and lines are the order of the night.
2," Director Rob Reiner has a killer instinct for setting up jokes and punchlines, and is vastly aided by the performances and chemistry of Crystal and Ryan, as well as crisp supporting work from Carrie Fisher and Bruno Kirby."
2," While Drunk Stoned Brilliant Dead is a nostalgic look back at some of the most celebrated funny men and women in the genre, it is one with a sense of finality. What once was will never be again: The industry has forever shifted."
2, Ferrara gives a nice flow to this far-from-nice ordeal.
0," Why is ""The Book Thief"" set in Nazi-occupied Germany ... if it won't engage with the era's shattering momentousness?"
2," Ultimately, Nolan's film asks the question: Do the ends justify the means? Dormer is willing to go to cover up the truth to bring about a result that is good for the world."
0," Achieves some romantic uplift when Mitty dreams of Cheryl and literally takes flight, but most of the time, the picture strains to make any kind of sense, much less entertain."
2," Sorkin has made a canny, disjointed thriller of process and exposition, a sort of Goodfellas riff with a nerdy twist."
0," An utterly contrived Vengeful Mothers thriller sold based on its spoiler-alert moments, which aren't all that. But that Lopez lady can dance!"
2," An effective, family-friendly film with a message that provides a valuable introduction to the issues surrounding immigration reform for the next generation of voters."
0, This movie adaption does not live up to the book. 
2," The story of a righteous rescue mission amid unimaginable horror...a sober, historical drama."
